id,title,description,status,priority,type,assignee,labels,estimate_minutes,parent_id,acceptance,design,notes,project,created_at,updated_at,error_log
chum-049b52,"Fix 2 context.WithCancel missing defer cancel()","UBS WARNING: 2 context.WithCancel/WithTimeout without defer cancel(). Context goroutine leak.",cancelled,2,task,"","[""ubs-warning"",""context-leak""]",10,"","- All context.With* have defer cancel()
- go build ./... passes
- UBS 0 context warnings","","",chum,"2026-02-24 04:25:03.348402614 +0000 UTC","2026-02-25 23:05:58","Attempt 1 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1); Command failed: semgrep --config .semgrep/ . --error --quiet || true (exit 1)
---
Attempt 2 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1); Command failed: semgrep --config .semgrep/ . --error --quiet || true (exit 1)
---
Attempt 3 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1); Command failed: semgrep --config .semgrep/ . --error --quiet || true (exit 1)
---
Attempt 1 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1); Command failed: semgrep --config .semgrep/ . --error --quiet || true (exit 1)
---
Attempt 2 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1); Command failed: semgrep --config .semgrep/ . --error --quiet || true (exit 1)"
chum-cfde23,"Fix UBS warnings: json.Encode errors, os.Open Close, weak crypto","UBS WARNINGS: (1) 3x json.Encode error ignored (2) os.Open without defer Close in auth.go:33 (3) weak crypto primitive detected. Fix each.",done,2,task,"","[""ubs-warning"",""error-handling"",""crypto""]",20,"","- json.Encode errors checked
- File opens have defer Close
- No weak crypto (MD5/SHA1 for security)
- go build ./... passes","","",chum,"2026-02-24 04:25:03.699734039 +0000 UTC","2026-02-25 23:18:13","Attempt 1 DoD failed: Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1)
---
Attempt 2 execute error: activity error (type: ExecuteActivity, scheduledEventID: 101, startedEventID: 102, identity: ): activity Heartbeat timeout (type: Heartbeat)
---
Attempt 3 DoD failed: Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1)
---
Attempt 1 DoD failed: Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1)
---
Attempt 2 DoD failed: Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1)"
chum-f7169c,"Fix .zshrc sourcing in dispatch env — 52 instant-death failures","dispatch_output analysis shows 52 dispatches die instantly (<1KB output) because the dispatch shell scripts source .zshrc which tries to load .acfs/zsh/acfs.zshrc (not found). The agent process never even starts. Fix: dispatch scripts should use env -i sh or skip interactive shell init entirely. This is the #1 infrastructure failure by volume.",cancelled,0,bugfix,"","[""infrastructure"",""dispatch"",""p0-critical""]",30,"","Dispatch scripts do not source .zshrc or any interactive shell init. Zero instant-death failures (<1KB output) in next 50 dispatches.","Modify the shell command construction in the dispatch package to use env -i sh -c or bash --norc --noprofile instead of sourcing the user shell profile.","",chum,"2026-02-24 05:05:04.270573584 +0000 UTC","2026-02-25 23:04:39",""
chum-8fb2f1,"Fix gateway connect failures — 59 crashes + 52 CLI flag injection bugs","dispatch_output analysis: 59 dispatches fail with ""gateway connect failed: Error: gateway closed (1000)"" and 28 fail with ""error: required option -m, --message not specified"" plus 24 with ""Gateway agent failed; falling back to embedded"". Root cause: OpenClaw gateway instability + prompt not reaching the codex CLI --message flag (quoting/pipe issue in dispatch script).",cancelled,0,bugfix,"","[""infrastructure"",""openclaw"",""gateway"",""p0-critical""]",60,"","Zero gateway connect failures and zero missing -m flag errors in next 100 dispatches. Gateway health check added to pre-flight.","1. Add gateway health probe before dispatch (curl gateway endpoint). 2. Fix shell quoting for --message flag — ensure prompt text is properly escaped. 3. Consider adding gateway restart logic or fallback.","",chum,"2026-02-24 05:05:25.152959615 +0000 UTC","2026-02-25 23:04:39",""
chum-36ff03,"Fix golangci-lint in dispatch PATH — exit 127 blocks every DoD check","DoD results show golangci-lint run --timeout=5m exits with code 127 (command not found) in the dispatch environment. This blocks every cortex/chum morsel from passing DoD. The binary exists on the host but is not on PATH in the dispatch shell context.",done,0,bugfix,"","[""infrastructure"",""dod"",""tooling"",""p0-critical""]",20,"","golangci-lint is available in the dispatch environment PATH. DoD checks for go projects no longer fail with exit 127.","Ensure the dispatch environment includes $GOPATH/bin and $HOME/go/bin in PATH. Alternatively install golangci-lint to /usr/local/bin. Check the Docker image or dispatch script env construction.","",chum,"2026-02-24 05:05:25.575164636 +0000 UTC","2026-02-25 23:18:13",""
chum-cc31af,"Re-evaluate provider routing — active providers dramatically underperform","Data analysis of 1819 dispatches shows codex-spark has 3.5% success on cortex and gemini-pro has 0% on chum — and these are the ONLY enabled providers. Historical providers performed far better: llama-4-scout (62% cortex, 99.9% hg-website), gpt-5.3-codex-spark (73.5% cortex), claude-sonnet-4 (100% on 20 dispatches). The Feb 20 provider switch correlates with a collapse from 82-91% to 0-35% success.",closed,1,task,"","[""providers"",""routing"",""performance""]",30,"","Provider tier routing in chum.toml updated with providers that have >50% historical success rate on cortex/chum. Completion rate recovers to >60% within 24h.","Update [tiers] section in chum.toml. Consider re-enabling llama-4-scout or gpt-5.3-codex-spark for fast/balanced tiers. Keep gemini-pro for premium only if needed.","",chum,"2026-02-24 05:05:55.100153477 +0000 UTC","2026-02-25 22:43:15.410458793 +0000 UTC",""
chum-be5900,"Add output-size early-kill for infrastructure-dead dispatches","Analysis shows failed dispatches average 2.6KB output vs 39.9KB for successes. 52 of 220 failures have <1KB output — the agent never starts reasoning. These waste timeout duration (up to 45min for balanced tier) waiting for an already-dead process. Add an early-kill mechanism: if agent output is <1KB after 60 seconds, the dispatch has infrastructure-failed. Kill immediately and reclassify as infrastructure_failure.",closed,1,task,"","[""dispatch"",""performance"",""early-termination""]",45,"","Dispatches with <1KB output after 60s are killed and classified as infrastructure_failure. Average wasted time for dead dispatches drops from timeout duration to <2 minutes.","Add output size monitoring in the dispatch loop. After initial startup period (60s), check output_bytes. If below threshold (1024 bytes), send SIGTERM, mark as infrastructure_failure, and skip retry escalation.","",chum,"2026-02-24 05:06:01.714649115 +0000 UTC","2026-02-25 23:36:11.298330735 +0000 UTC",""
chum-6dbd3c,"Fix OpenClaw tool-call validation — read-without-path causes OOM kills","dispatch_output shows agents getting stuck in a tight tool-call loop: [agent/embedded] read tool called without path (7+ times observed) followed by OOM kill (status 137). The agent calls read with no path argument, gets EISDIR error, and retries infinitely until killed. This is a tool-call validation gap in OpenClaw — args should be validated server-side before execution.",cancelled,1,bugfix,"","[""openclaw"",""tool-validation"",""oom""]",30,"","OpenClaw read tool rejects calls with empty/missing path argument and returns an error to the LLM instead of executing. No more OOM kills from tool-call loops.","","",chum,"2026-02-24 05:06:03.294460384 +0000 UTC","2026-02-25 23:04:39",""
chum-2fc873,"Hibernate black-hole morsels — 74 wasted dispatch slots with zero results","Three morsels have consumed 74 dispatch slots with 100% escalation and zero completions: cortex-f51j (38 dispatches), cortex-j9j2 (18), cortex-o4ni (18). These are stuck in an infinite escalation loop. They should be hibernated or manually triaged to stop wasting resources.",cancelled,2,task,"","[""hygiene"",""resource-waste"",""hibernation""]",15,"","Morsels cortex-f51j, cortex-j9j2, and cortex-o4ni are marked as hibernated or blocked. They no longer appear in dispatcher candidate scans.","","",chum,"2026-02-24 05:06:32.187763278 +0000 UTC","2026-02-25 23:05:58",""
chum-9bcb33,"Debug calcifier — 11+ hg-website morsels exceed threshold but no scripts produced","Data shows 11+ hg-website morsels at 100% success rate with 15-100+ dispatches each (e.g. bd-1ag=102, bd-3le=97, bd-pjs=97). The calcifier compile_threshold is set to 10, yet the calcified_scripts table is empty and only 3 proteins exist with zero folds. DetectCalcificationCandidatesActivity is either not finding these candidates or the calcifier workflow is not running. Debug and fix.",cancelled,2,bugfix,"","[""calcifier"",""automation"",""cost-reduction""]",45,"","DetectCalcificationCandidatesActivity correctly identifies morsels with consecutive successes >= compile_threshold. At least 5 hg-website morsels produce shadow calcified scripts.","Check: 1. Is the calcifier schedule registered? 2. Does GetConsecutiveSuccessfulDispatches work with morsel_id prefix matching? 3. Is the hg-website project missing from calcifier config? 4. Are the old bd- prefixed morsel IDs causing type-detection issues?","",chum,"2026-02-24 05:06:38.560384516 +0000 UTC","2026-02-25 23:04:39",""
chum-17bf43,"Separate completed from DoD-passed as the primary success metric","Current dispatch completion rate is 73.3% but DoD pass rate is only 24.0% (55/229). The system reports completion as success but most completions fail quality checks. Add a DoD-verified success metric that tracks only dispatches that both completed AND passed DoD. Surface this in paleontologist reports, Matrix alerts, and morning briefings.",plan_failed,2,task,"","[""metrics"",""quality"",""observability""]",30,"","A new dod_success_rate metric is tracked alongside completion_rate. Paleontologist reports and failure rate trending use DoD-verified success as the primary quality signal.","","",chum,"2026-02-24 05:06:47.174716483 +0000 UTC","2026-02-25 23:42:05.869447891 +0000 UTC",""
chum-944121,"Inject success behavioral patterns into genome antibodies","dispatch_output analysis reveals clear behavioral fingerprints that predict success: agents that ran go test (25% of successes, 0% of failures = perfect predictor), agents with explicit planning (5% but 0% failure), agents that checked DoD criteria (58% success vs 5% failure), agents that read before writing (33% vs 25%). These patterns should be injected into genome antibodies so all agents are nudged toward these winning behaviors via CLAUDE.md or prompt preamble.",cancelled,2,task,"","[""genome"",""antibodies"",""quality"",""learning""]",45,"","Genome antibodies or CLAUDE.md rules enforce: 1. Run go test before marking complete. 2. Read relevant files before editing. 3. Check acceptance criteria early. Success rate for new dispatches improves measurably within 48h.","Add antibody entries to the genome system via SynthesizeCLAUDEmdActivity or seed manually. Key rules: always-run-tests, read-before-write, plan-before-code, check-dod-early.","",chum,"2026-02-24 05:06:47.580717257 +0000 UTC","2026-02-25 23:04:39",""
chum-266ec1,"Bootstrap Compound-style knowledge, memory, and genetics in CHUM","# Compound Knowledge/Memory/Genetics Program

Implement a CHUM-native compounding stack that turns prior work into reusable memory,
operational product loops, and deterministic execution genes.",cancelled,1,epic,"","[""whale:learner"",""whale:groomer"",""compounding"",""strategic""]",480,"","- CHUM can ingest compounding artifacts (plans, reviews, fixes, learnings) from local repositories into durable memory records.
- Planning and review workflows can retrieve relevant memory hits with bounded prompt budgets and source citations.
- Product feedback reports can be transformed into PRDs and executable DAG tasks with deterministic progress tracking.
- Successful multi-step execution traces can be crystallized into reusable deterministic molecules/proteins with promotion gates.
- Each subsystem ships with independent feature flags, metrics, and rollback controls.","This epic maps three external patterns into CHUM-native primitives:
1. Every Compound Engineering workflow -> memory corpus + retrieval-augmented planning/review.
2. Compound Product workflow -> report analysis -> PRD -> one-task-per-iteration execution loop.
3. Dex skill crystallization -> successful trace extraction -> deterministic reusable flow promotion.

Decomposition:
- chum-td26a: ingest/index compounding artifacts as queryable memory.
- chum-td26b: inject retrieved memory into plan/review prompts.
- chum-td26c: implement report-to-PRD task loop ingestion.
- chum-td26d: capture execution traces and generate crystallization candidates.
- chum-td26e: promote validated crystal candidates into proteins/calcified scripts.
- chum-td26f: rollout sequencing, observability, and operational guardrails.","",chum,"2026-02-24 10:10:15.727831644 +0000 UTC","2026-02-25 23:05:58",""
chum-c7e00f,"Ingest Compound artifacts into CHUM memory corpus","First slice: build the memory substrate so CHUM can query prior high-signal
engineering and product artifacts instead of re-solving from scratch.",closed,1,feature,"","[""whale:learner"",""memory"",""compounding""]",150,"","- Add a durable `compound_artifacts` store that captures source, artifact type, normalized content, tags, and content hash.
- Support ingestion from configured local source roots for:
  - `EveryInc/compound-engineering-plugin` (`docs/solutions`, `.claude/commands`, `.claude/skills`)
  - `snarktank/compound-product` prompts/templates/workflow docs
  - optional local drop-in directories
- Maintain both FTS and embedding indexes for retrieval; embeddings are generated asynchronously.
- Re-ingestion is incremental and idempotent using content hash + source path dedupe.
- Expose ingestion counts (inserted/updated/skipped/errored) in activity results and logs.
- Add unit tests for parser normalization, dedupe behavior, and incremental sync.","**Schema**
- Add table: `compound_artifacts`
  - `id`, `source_repo`, `source_path`, `artifact_type`, `title`, `content`, `tags_json`, `content_sha256`, `ingested_at`, `updated_at`
- Add FTS table: `compound_artifacts_fts`
- Add optional embedding table keyed by `artifact_id` (or reuse existing embedding infra if available).

**Config**
- Extend `chum.toml` with:
  - `[learner.compound]`
  - `enabled`, `source_roots`, `max_file_bytes`, `reindex_interval`

**Temporal Integration**
- Add `SyncCompoundArtifactsActivity` under learner/strategic groom path.
- Activity walks configured roots, parses markdown/text artifacts, normalizes headings into title/sections, and stores records.

**Normalization Rules**
- Classify artifact types: `plan`, `review`, `learning`, `workflow`, `prompt`, `command`.
- Drop boilerplate sections, preserve actionable instructions, and tag with origin metadata.","",chum,"2026-02-24 10:10:17.029791537 +0000 UTC","2026-02-24 14:13:32.723268738 +0000 UTC","Attempt 1 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1); Command failed: semgrep --config .semgrep/ . --error --quiet || true (exit 1)
---
Attempt 2 execute error: activity error (type: ExecuteActivity, scheduledEventID: 101, startedEventID: 102, identity: ): activity Heartbeat timeout (type: Heartbeat)
---
Attempt 3 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1)
---
Attempt 1 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1); Command failed: semgrep --config .semgrep/ . --error --quiet || true (exit 1)
---
Attempt 2 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1); Command failed: semgrep --config .semgrep/ . --error --quiet || true (exit 1)"
chum-dd6bbd,"Capture execution traces and extract skill crystallization candidates","Create the raw substrate for Dex-style crystallization: observe what worked,
compress it into reusable deterministic flow candidates, and ignore dead branches.",closed,2,feature,"","[""whale:learner"",""genetics"",""crystallization""]",150,"","- Persist normalized per-task execution traces across plan, execute, review, and DoD stages.
- Each trace event records step type, tool/command, inputs, outputs summary, duration, and success/failure.
- Build a crystallizer that filters failed branches and exports successful deterministic paths as candidate flows.
- Candidate flows are parameterized to remove task-specific literals and environment noise.
- Sensitive values are redacted before trace persistence and before candidate export.
- Add tests for trace capture completeness, branch filtering correctness, and parameterization stability.","**Schema**
- `execution_traces` (trace_id, task_id, species, status, started_at, completed_at)
- `trace_events` (trace_id, seq, step, tool, command, outcome, payload_json, duration_ms)
- `crystal_candidates` (candidate_id, species, template_json, support_count, success_rate, status)

**Instrumentation**
- Instrument workflow/activity boundaries and execution adapters to emit structured events.
- Normalize tool invocations from different providers into one canonical event shape.

**Crystallization Extraction**
- Group traces by species + goal signature.
- Remove branches ending in rejection/failure loops.
- Compute longest common successful subsequence and export as a reusable candidate template.

**Output**
- Candidate includes preconditions, ordered steps, verification checks, and required inputs.","",chum,"2026-02-24 10:10:18.161990513 +0000 UTC","2026-02-24 14:03:08.332444581 +0000 UTC","Attempt 1 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1); Command failed: semgrep --config .semgrep/ . --error --quiet || true (exit 1)
---
Attempt 2 execute error: activity error (type: ExecuteActivity, scheduledEventID: 104, startedEventID: 105, identity: ): activity StartToClose timeout (type: StartToClose)
---
Attempt 3 execute error: activity error (type: ExecuteActivity, scheduledEventID: 117, startedEventID: 118, identity: ): activity Heartbeat timeout (type: Heartbeat)
---
Attempt 1 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1); Command failed: semgrep --config .semgrep/ . --error --quiet || true (exit 1)
---
Attempt 2 DoD failed: Command failed: go test ./... (exit 1); Command failed: go vet ./... (exit 1); Command failed: GOFLAGS=-buildvcs=false golangci-lint run --timeout=5m --allow-parallel-runners --new-from-rev=HEAD~1 (exit 1); Command failed: semgrep --config .semgrep/ . --error --quiet || true (exit 1)"
chum-9df49d,"Inject compound memory retrieval into planning and review prompts","Wire memory retrieval into CHUM's main reasoning surfaces so prior successful
patterns shape new plans and reviews by default.",cancelled,1,feature,"","[""whale:learner"",""planning"",""review"",""compounding""]",120,"","- `StructuredPlanActivity` retrieves top-k relevant compound artifacts using task context (title, description, labels, recent failures).
- Review stage retrieves context using task context + diff summary + DoD failures.
- Prompt injection uses a bounded ""Memory Hits"" section with source citations and hard token budget cap.
- Retrieval combines semantic similarity, lexical relevance, and historical success weighting.
- If retrieval fails or corpus is empty, planning/review continues without hard failure.
- Add tests proving deterministic prompt assembly, token capping, and graceful fallback behavior.","**Activities**
- Add `RetrieveCompoundContextActivity(query)` returning ranked context packs:
  - `artifact_id`, `title`, `source_path`, `relevance_score`, `snippet`, `tags`

**Ranking**
- Score = `embedding_similarity * w1 + bm25 * w2 + success_prior * w3 - staleness_penalty`
- Keep top 3-5 hits; summarize each into concise constraints and proven approaches.

**Workflow Hooks**
- Planning hook: before plan generation prompt.
- Review hook: before reviewer prompt.
- Record retrieval telemetry per task (`hits`, `top_score`, `used_sources`).

**Safety**
- Exclude low-confidence or conflicting artifacts unless explicitly requested.
- Enforce strict max token allocation to memory section so core task context remains dominant.","",chum,"2026-02-24 10:10:19.428705881 +0000 UTC","2026-02-25 23:04:39",""
chum-c56861,"Implement Compound Product report-to-PRD-to-task execution loop","Bring compound-product's operational loop into CHUM so product reports become
structured, executable, and continuously tracked work instead of static docs.",cancelled,1,feature,"","[""whale:groomer"",""product"",""compounding""]",180,"","- Add a workflow that ingests a report artifact and produces structured findings with evidence and priority.
- Generate a machine-readable PRD payload with explicit task pass/fail criteria.
- Materialize PRD tasks into CHUM DAG tasks with deterministic IDs, labels, dependencies, and dedupe keys.
- Execute one PRD task per iteration, persist loop progress, and re-evaluate remaining tasks after each completion.
- Support `dry_run` mode that emits PRD + proposed tasks without mutating the DAG.
- Add tests covering report parsing, PRD generation schema validation, task materialization, and idempotent reruns.","**Workflow**
- `CompoundProductWorkflow`
  1. `AnalyzeProductReportActivity`
  2. `GeneratePRDActivity`
  3. `MaterializePRDTasksActivity`
  4. `AdvancePRDIterationActivity`

**Storage**
- `compound_product_reports` (report hash, source, parsed findings JSON)
- `compound_prds` (prd id, version, status, schema payload)
- `compound_prd_tasks` (task key, pass criteria, linked CHUM task id, state)

**Execution Contract**
- Task schema includes `task_key`, `goal`, `verification`, `passes`.
- Only tasks with `passes=false` are filed or re-filed into CHUM.
- Loop writes compact progress snapshots for continuation and auditability.

**Integration**
- Expose CLI/API trigger for ad-hoc runs and optional cron hook for periodic report ingestion.","",chum,"2026-02-24 10:10:20.566289069 +0000 UTC","2026-02-25 23:04:39",""
chum-525df6,"Promote validated crystallized skills into proteins and calcified scripts","Turn successful repeated traces into safe deterministic genes that can execute
faster and cheaper than re-inference, with strict promotion and rollback gates.",cancelled,2,feature,"","[""whale:learner"",""genetics"",""proteins"",""crystallization""]",180,"","- Define promotion thresholds (minimum support count, success rate, variance bounds) for crystal candidates.
- Candidates that pass thresholds are compiled into deterministic molecules/protein definitions or calcified scripts.
- New proteins run in shadow mode first, with side-by-side comparison against baseline execution.
- Automatic promotion to active only occurs after shadow validation passes configured gates.
- Automatic quarantine occurs on regression, with fallback to baseline path.
- Record token/time/quality deltas for each promoted candidate and include in learner telemetry.","**Promotion Pipeline**
- `EvaluateCrystalCandidateActivity`
- `CompileCrystalToProteinActivity`
- `ShadowRunProteinActivity`
- `ActivateOrQuarantineProteinActivity`

**Store Integration**
- Reuse `proteins`, `protein_folds`, and `calcified_scripts` tables.
- Add lineage metadata linking `crystal_candidates.candidate_id` -> generated protein/script id.

**Execution Integration**
- Dispatcher queries active proteins for matching species and injects deterministic instructions early.
- If active crystal protein fails gating checks, quarantine and immediately revert to non-crystallized path.

**Governance**
- Promotion is feature-flagged and can be scoped by species/category.
- Keep explicit audit trail: who/what promoted, threshold values, and evaluation evidence.","",chum,"2026-02-24 10:10:21.734381285 +0000 UTC","2026-02-25 23:04:39",""
chum-fa1224,"Roll out compound memory/genetics stack with observability and kill switches","Final slice: ship the stack safely with staged rollout, measurable outcomes,
and fast rollback paths so CHUM remains stable while compounding.",cancelled,1,task,"","[""whale:infrastructure"",""operations"",""compounding""]",90,"","- Add independent feature flags for corpus ingestion, retrieval injection, product loop, and crystallization promotion.
- Emit metrics for memory retrieval hit quality, PRD loop throughput, crystal promotion rate, and regression incidents.
- Add health/status visibility for each subsystem in existing status surfaces.
- Provide a backfill command to import historical CHUM lessons/dispatch outcomes into the new memory corpus.
- Validate kill switches: each subsystem can be disabled at runtime without breaking core CHUM dispatch.
- Add an end-to-end smoke scenario that exercises the full td26 chain in fixture mode.","**Flags**
- `[learner.compound].enabled`
- `[learner.compound_retrieval].enabled`
- `[groomer.compound_product].enabled`
- `[learner.crystallization].enabled`

**Metrics/Events**
- Retrieval: `compound_retrieval_hits`, `compound_retrieval_top_score`
- Product loop: `compound_prd_tasks_created`, `compound_prd_tasks_closed`
- Crystallization: `crystal_candidates_promoted`, `crystal_promotions_quarantined`

**Rollout Strategy**
- Stage 1: ingest-only (read path disabled)
- Stage 2: retrieval hints in prompts (non-blocking)
- Stage 3: product loop task filing enabled
- Stage 4: crystallization promotion enabled for selected species

**Operational Safety**
- Kill switch reverts to baseline behavior immediately.
- Document rollback and incident playbook for bad memory retrieval or bad crystal promotion.","",chum,"2026-02-24 10:10:22.941578695 +0000 UTC","2026-02-25 23:04:39",""
chum-33cae8,"Someday/Maybe: Auto Upgrade Seeker for external capability expansion","Design a new CHUM loop that continuously scouts external sources (GitHub, social channels, papers, release feeds) for high-signal upgrade opportunities and proposes capability-expanding changes. Goal is not just self-improvement of existing flows, but discovery and adoption of net-new capabilities.",cancelled,4,epic,"","[""someday-maybe"",""strategy"",""whale:groomer"",""capability-expansion""]",240,"","- Define source allowlist and ingestion contract for external signals (APIs/RSS first, no unsafe scraping).
- Normalize candidate upgrades into a structured schema: problem, proposed technique, evidence links, maturity, license/security risk, expected impact, implementation cost.
- Implement ranking model for fit/impact/cost/risk and emit top-N upgrade briefs.
- Auto-file decomposed CHUM tasks only after threshold + policy checks pass.
- Add experiment lane with budget caps and promotion gates for adopted upgrades.
- Add observability for signal volume, conversion-to-shipped-capability rate, and false-positive rate.","Proposed architecture: ScoutWorkflow -> NormalizeSignalsActivity -> ScoreUpgradeActivity -> GapMapActivity -> ProposeUpgradeBriefActivity -> Optional ExperimentWorkflow.

Key guardrails:
- License and security checks before filing implementation work
- Human gate before enabling production capability changes
- Kill switch for entire seeker subsystem

Rollout strategy:
1) Observe-only mode (no filing)
2) Suggest-only mode (briefs + candidate tasks)
3) Controlled experiment mode (sandbox execution)
4) Production capability promotion with explicit approval","",chum,"2026-02-24 10:14:17.240227812 +0000 UTC","2026-02-25 23:04:39",""
chum-2bec91,"Dispatcher scan failure: activity error (type: ScanCandidatesActivity, scheduledEventID: 5, startedEventI...","**Auto-filed by CHUM immune system**

Category: dispatcher
Severity: critical
Source: dispatcher-2026-02-24T14:34:00Z

ScanCandidatesActivity failed:

activity error (type: ScanCandidatesActivity, scheduledEventID: 5, startedEventID: 6, identity: 1@vmi3041112@): list open workflows: invalid query: invalid expression: column name 'current_stage' is not a valid search attribute (type: wrapError, retryable: true): invalid query: invalid expression: column name 'current_stage' is not a valid search attribute (type: InvalidArgument, retryable: true)",cancelled,0,bugfix,"","[""self-heal"",""dispatcher""]",30,"","- Root cause identified and documented
- Fix implemented and verified with `go build ./...`
- Regression prevented (add test or guard if applicable)
- No similar dispatcher failures in subsequent dispatches","","",chum,"2026-02-24 14:34:01.488190192 +0000 UTC","2026-02-25 23:05:58",""
